conducted,RegulatoryOperators
place,EconomicOperands
(d),LegalReferences
threat,FunctionWords
other companies,EconomicOperands
whole,LogicalConnectors
hart-scott-rodino,Attributes
referenced,LegalReferences
striking,RegulatoryOperators
industrial loan companies,EconomicOperands
enactment,RegulatoryOperators
supervisory,EconomicOperands
number,Attributes
owned,RegulatoryOperators
audited,RegulatoryOperators
exclusion,LegalReferences
appropriate,LogicalConnectors
improvements,LegalReferences
regulated,RegulatoryOperators
adding,LegalReferences
determine,RegulatoryOperators
registration,RegulatoryOperators
carry,RegulatoryOperators
(a) moratorium,LegalReferences
total,Attributes
relating,FunctionWords
requests for information,EconomicOperands
rely,FunctionWords
described,LegalReferences
housing,EconomicOperands
holding companies,EconomicOperands
submit,RegulatoryOperators
adequacy,RegulatoryOperators
(1),LegalReferences
(2) moratorium,LegalReferences
intermediate,Attributes
(c),LegalReferences
sections,LegalReferences
18 months,Attributes
act transactions,EconomicOperands
concentrated,Attributes
nonbanks,EconomicOperands
describe,RegulatoryOperators
controlled,RegulatoryOperators
filing,RegulatoryOperators
received,RegulatoryOperators
financial condition,EconomicOperands
subjecting,RegulatoryOperators
acquire,EconomicOperands
(1) notice,LegalReferences
locations,Attributes
concert) holds,RegulatoryOperators
controlling,EconomicOperands
consult,RegulatoryOperators
acquiring,RegulatoryOperators
approval,LegalReferences
"$10,000,000,000",Attributes
commence,FunctionWords
sound,Attributes
exception,LegalReferences
made,FunctionWords
publicly,Attributes
urban affairs,EconomicOperands
this,FunctionWords
(2)(f),LegalReferences
gross revenues,Attributes
(2) content,LegalReferences
(2),LegalReferences
(b) exceptions,LegalReferences
shall,RegulatoryOperators
exceptions,RegulatoryOperators
15 percent,EconomicOperands
solely,FunctionWords
study,LegalReferences
acquisition,RegulatoryOperators
result,RegulatoryOperators
601,LegalReferences
603,LegalReferences
602,LegalReferences
strengthen,RegulatoryOperators
cited,RegulatoryOperators
(3),LegalReferences
disapprove,RegulatoryOperators
general,FunctionWords
commercial firms,EconomicOperands
reports,LegalReferences
have,FunctionWords
study required,LegalReferences
transactions,EconomicOperands
operation,EconomicOperands
greater,Attributes
amendments,RegulatoryOperators
regulate,RegulatoryOperators
has specific,FunctionWords
provide,RegulatoryOperators
bona fide,RegulatoryOperators
make,FunctionWords
responsible,LogicalConnectors
percent,Attributes
"november 23, 2009",Attributes
same,LogicalConnectors
cross-marketing,EconomicOperands
application,RegulatoryOperators
potential,FunctionWords
take,FunctionWords
established,RegulatoryOperators
soundness,FunctionWords
advise,RegulatoryOperators
short title,LegalReferences
comptroller general,EconomicOperands
economy,EconomicOperands
commencing,FunctionWords
be served,FunctionWords
may,RegulatoryOperators
use,RegulatoryOperators
derived,RegulatoryOperators
section 2,LegalReferences
unsound,Attributes
meaning,RegulatoryOperators
affiliate transactions,EconomicOperands
date,RegulatoryOperators
end,Attributes
acquired,LogicalConnectors
subsection,LegalReferences
types,Attributes
acquisitions,RegulatoryOperators
prescribed,RegulatoryOperators
transaction,EconomicOperands
consequences,FunctionWords
approve,RegulatoryOperators
required,RegulatoryOperators
request,RegulatoryOperators
indirectly,RegulatoryOperators
commodities,EconomicOperands
inform,FunctionWords
sunset,LegalReferences
reasonable notice,LegalReferences
(a),LegalReferences
duplication,FunctionWords
subclause,LegalReferences
order,RegulatoryOperators
